index,url,yt_url,title
104,0104-large.html,https://www.youtube.com/watch?v=naed4C4hfAg,David Patterson: Computer Architecture and Data Storage | Lex Fridman Podcast #104
105,0105-large.html,https://www.youtube.com/watch?v=9LQffCdHHlQ,Robert Langer: Edison of Medicine | Lex Fridman Podcast #105
106,0106-large.html,https://www.youtube.com/watch?v=3t06ajvBtl0,"Matt Botvinick: Neuroscience, Psychology, and AI at DeepMind | Lex Fridman Podcast #106"
107,0107-large.html,https://www.youtube.com/watch?v=llh-2pqSGrs,"Peter Singer: Suffering in Humans, Animals, and AI | Lex Fridman Podcast #107"
108,0108-large.html,https://www.youtube.com/watch?v=kxi-_TT_-Nc,Sergey Levine: Robotics and Machine Learning | Lex Fridman Podcast #108
109,0109-large.html,https://www.youtube.com/watch?v=O9upVbGSBFo,"Brian Kernighan: UNIX, C, AWK, AMPL, and Go Programming | Lex Fridman Podcast #109"
110,0110-large.html,https://www.youtube.com/watch?v=LRYkH-fAVGE,Jitendra Malik: Computer Vision | Lex Fridman Podcast #110
111,0111-large.html,https://www.youtube.com/watch?v=KllCrlfLuzs,Richard Karp: Algorithms and Computational Complexity | Lex Fridman Podcast #111
112,0112-large.html,https://www.youtube.com/watch?v=pDSEjaDCtOU,"Ian Hutchinson: Nuclear Fusion, Plasma Physics, and Religion | Lex Fridman Podcast #112"
113,0113-large.html,https://www.youtube.com/watch?v=brslF-Cy3HU,Manolis Kellis: Human Genome and Evolutionary Dynamics | Lex Fridman Podcast #113
114,0114-large.html,https://www.youtube.com/watch?v=A22Ej,"Russ Tedrake: Underactuated Robotics, Control, Dynamics and Touch | Lex Fridman Podcast #114"
115,0115-large.html,https://www.youtube.com/watch?v=tg_m_LxxRwM,Dileep George: Brain-Inspired AI | Lex Fridman Podcast #115
116,0116-large.html,https://www.youtube.com/watch?v=-jA2ABHBc6Y,Sara Seager: Search for Planets and Life Outside Our Solar System | Lex Fridman Podcast #116
117,0117-large.html,https://www.youtube.com/watch?v=qfKyNxfyWbo,Sheldon Solomon: Death and Meaning | Lex Fridman Podcast #117
118,0118-large.html,https://www.youtube.com/watch?v=U_6AYX42gkU,"Grant Sanderson: Math, Manim, Neural Networks & Teaching with 3Blue1Brown | Lex Fridman Podcast #118"
119,0119-large.html,https://www.youtube.com/watch?v=386s-y1aRRo,David Eagleman: Neuroplasticity and the Livewired Brain | Lex Fridman Podcast #119
120,0120-large.html,https://www.youtube.com/watch?v=PUAdj3w3wO4,François Chollet: Measures of Intelligence | Lex Fridman Podcast #120
121,0121-large.html,https://www.youtube.com/watch?v=_AGPbvCDBCk,Eugenia Kuyda: Friendship with an AI Companion | Lex Fridman Podcast #121
123,0123-large.html,https://www.youtube.com/watch?v=t06rkOOUa7g,"Manolis Kellis: Origin of Life, Humans, Ideas, Suffering, and Happiness | Lex Fridman Podcast #123"
126,0126-large.html,https://www.youtube.com/watch?v=IT__Nrr3PNI,"James Gosling: Java, JVM, Emacs, and the Early Days of Computing | Lex Fridman Podcast #126"
127,0127-large.html,https://www.youtube.com/watch?v=FKCJWkPehdY,"Joe Rogan: Fear, Love, Chaos, and the Joe Rogan Experience | Lex Fridman Podcast #127"
129,0129-large.html,https://www.youtube.com/watch?v=NbdRIVCBqNI,Lisa Feldman Barrett: Counterintuitive Ideas About How the Brain Works | Lex Fridman Podcast #129
130,0130-large.html,https://www.youtube.com/watch?v=nAMjv0NAESM,Scott Aaronson: Computational Complexity and Consciousness | Lex Fridman Podcast #130
133,0133-large.html,https://www.youtube.com/watch?v=Aq9UPIXbtKI,Manolis Kellis: Biology of Disease | Lex Fridman Podcast #133
134,0134-large.html,https://www.youtube.com/watch?v=o2nG7-eXxko,"Eric Weinstein: On the Nature of Good and Evil, Genius and Madness | Lex Fridman Podcast #134"
135,0135-large.html,https://www.youtube.com/watch?v=LAyZ8IYfGxQ,"Charles Isbell: Computing, Interactive AI, and Race in America | Lex Fridman Podcast #135"
136,0136-large.html,https://www.youtube.com/watch?v=,Dan Carlin: Hardcore History | Lex Fridman Podcast #136
137,0137-large.html,https://www.youtube.com/watch?v=WxfA1OSev4c,"Alex Filippenko: Supernovae, Dark Energy, Aliens & the Expanding Universe | Lex Fridman Podcast #137"
138,0138-large.html,https://www.youtube.com/watch?v=SOr1YYRljV8,Yaron Brook: Ayn Rand and the Philosophy of Objectivism | Lex Fridman Podcast #138
139,0139-large.html,https://www.youtube.com/watch?v=Ktj050DxG7Q,Andrew Huberman: Neuroscience of Optimal Performance | Lex Fridman Podcast #139
140,0140-large.html,https://www.youtube.com/watch?v=S_AFc_BXht4,"Lisa Feldman Barrett: Love, Evolution, and the Human Brain | Lex Fridman Podcast #140"
141,0141-large.html,https://www.youtube.com/watch?v=NOReE-3EBhI,"Erik Brynjolfsson: Economics of AI, Social Networks, and Technology | Lex Fridman Podcast #141"
142,0142-large.html,https://www.youtube.com/watch?v=bgNzUxyS-kQ,"Manolis Kellis: Meaning of Life, the Universe, and Everything | Lex Fridman Podcast #142"
143,0143-large.html,https://www.youtube.com/watch?v=RvhpncC5jZ8,John Clarke: The Art of Fighting and the Pursuit of Excellence | Lex Fridman Podcast #143
144,0144-large.html,https://www.youtube.com/watch?v=c9AbECvRt20,Michael Littman: Reinforcement Learning and the Future of AI | Lex Fridman Podcast #144
146,0146-large.html,https://www.youtube.com/watch?v=L-RuvUkcyJI,"Michael Mina: Rapid Testing, Viruses, and the Engineering Mindset | Lex Fridman Podcast #146"
147,0147-large.html,https://www.youtube.com/watch?v=P6prRXkI5HM,Dmitri Dolgov: Waymo and the Future of Self-Driving Cars | Lex Fridman Podcast #147
148,0148-large.html,https://www.youtube.com/watch?v=yzMVEbs8Zz0,Charles Isbell and Michael Littman: Machine Learning and Education | Lex Fridman Podcast #148
149,0149-large.html,https://www.youtube.com/watch?v=iqBh7G4uDR8,"Diana Walsh Pasulka: Aliens, Technology, Religion & the Nature of Belief | Lex Fridman Podcast #149"
150,0150-large.html,https://www.youtube.com/watch?v=uykM3NhJbso,"Michael Malice: The White Pill, Freedom, Hope, and Happiness Amidst Chaos | Lex Fridman Podcast #150"
151,0151-large.html,https://www.youtube.com/watch?v=yTWa-Z1UQwU,Dan Kokotov: Speech Recognition with AI and Humans | Lex Fridman Podcast #151
152,0152-large.html,https://www.youtube.com/watch?v=pRzelZlKl7E,"Dan Gable: Olympic Wrestling, Mental Toughness & the Making of Champions | Lex Fridman Podcast #152"
153,0153-large.html,https://www.youtube.com/watch?v=I51DuprOb0o,"Dmitry Korkin: Evolution of Proteins, Viruses, Life, and AI | Lex Fridman Podcast #153"
154,0154-large.html,https://www.youtube.com/watch?v=plcc6E-E1uU,"Avi Loeb: Aliens, Black Holes, and the Mystery of the Oumuamua | Lex Fridman Podcast #154"
155,0155-large.html,https://www.youtube.com/watch?v=RL4j4KPwNGM,Max Tegmark: AI and Physics | Lex Fridman Podcast #155
156,0156-large.html,https://www.youtube.com/watch?v=8wYZjOzfTUk,"Tim Dillon: Comedy, Power, Conspiracy Theories, and Freedom | Lex Fridman Podcast #156"
157,0157-large.html,https://www.youtube.com/watch?v=CejJ2aVRUE8,Natalya Bailey: Rocket Engines and Electric Spacecraft Propulsion | Lex Fridman Podcast #157
158,0158-large.html,https://www.youtube.com/watch?v=QSPtSNqUCUw,Zev Weinstein: The Next Generation of Big Ideas and Brave Minds | Lex Fridman Podcast #158
159,0159-large.html,https://www.youtube.com/watch?v=ziQSpuST6Es,"Richard Craib: WallStreetBets, Numerai, and the Future of Stock Trading | Lex Fridman Podcast #159"
161,0161-large.html,https://www.youtube.com/watch?v=d2bYwYxqJCM,"Jason Calacanis: Startups, Angel Investing, Capitalism, and Friendship | Lex Fridman Podcast #161"
